column_name,original_csv_column,category,stage2_eligible,reason,leakage_risk,process_or_ET_parameter,notes
EBCR2_CD_2_EBCR_cd_etch,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
EBCR2_ET_Ids_EBCR_recess_current,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIC_Height_FIC_metal_thickness,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIN_CD1_CD_PL_FIN,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIN_CD2_CD_etch_FIN,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIN_Etch_Hard_Bias,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIN_Etch_Soft_Bias,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIN_FIN_Alignment_FIN_to_ohmic_alignment,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FMESA_Height_Fmesa_Height,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FP2_Height1_FP2_Height1,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FP2_Height2_FP2_Height2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
GATE1_Thickness1_Triple_E-beam_thickness,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
GATE2_Ali_Litho_Gate_to_recess_alignment,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
GATE2_Ali_Litho2_Gate_to_ohmic_alignment,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
GATE2_CD_Gate_Leg_Length,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
GATE2_CD_Gate_Win_Length,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
GATE2_CD_310nm_Gate_Leg_Length,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
GATE2_CD_310nm_Gate_Win_Length,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
GATE2_CD_330nm_Gate_Leg_Length,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
GATE2_CD_330nm_Gate_Win_Length,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
GATE2_CD_358nm_Gate_Leg_Length,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
GATE2_CD_358nm_Gate_Win_Length,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
GATE2_CD_HPA_CB_Gate_Win_Length,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
GATE2_ET_Ids2_Gate_recess_current,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
GATE2_Thickness4_PMMA_PR_etch_thickness,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
HIRS_M_Gauge_P_E_MoSi,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
