parameter_A,parameter_B,evidence_label,interaction_incremental_r2,fold_reproducibility,quality_score,evidence_tier_A,evidence_tier_B,admission_rule
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_FPSD3p2,MEASURE_ET_DC_RF_CF_S22_Ph_L2180,STRONG,0.0387,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_Gm_max,THIN_ET_Ran_con_2_OW_CR,MODERATE,0.0292,3/5,5.1,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIN_FIN_Alignment_FIN_to_ohmic_alignment,TOPSIN_ET_Gate_res,MODERATE,0.0351,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_LT_SEC_Ileak_m5p5V_mA_mm,MEASURE_ET_lkg_50_at20V,STRONG,0.1294,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_C300,MEASURE_ET_DC_RF_Max_S11_Freq_L2180,STRONG,0.0526,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_LT_SEC_Vg_Id_min,TOPSIN_ET_C100CapFICM1,STRONG,0.1106,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_lkg_Cap3,OHMIC_ET_OHMC,STRONG,0.0681,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_RF_CF_S11_Ph_L1002,THIN_ET_lkg_5,MODERATE,0.0347,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIN_FIN_Alignment_FIN_to_ohmic_alignment,TOPSIN_ET_lkg_Cap3,MODERATE,0.0521,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_CapFICBRGM,MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_SD3p5,MODERATE,0.0209,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_DC_RF_Vbgs_0p1,MEASURE_ET_lkg_70_at20V,STRONG,0.132,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_Cap_USV,TOPSIN_ET_C100CapPARCAP,STRONG,0.0602,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_DC_PIV_Ids0_QP3,MEASURE_ET_DC_RF_Min_S21_Freq_L1018,MODERATE,0.0333,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_lkg_CapPARCAP,MEASURE_ET_DC_RF_Gm_m0p2_W,STRONG,0.093,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,THIN_ET_lkg_70_at20V,STRONG,0.146,5/5,5.7,HIGH_EVIDENCE,LOW_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_Rc_cat_ct2_OW_ST,MEASURE_ET_DC_SEC_Gm_0,STRONG,0.1061,5/5,5.7,HIGH_EVIDENCE,LOW_EVIDENCE,G2_hub_feature_edge
FIC_ET_DC_RF_Imax,MEASURE_ET_Rc_f_tn_23,STRONG,0.1152,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_DC_RF_Vg_max_Vd,THIN_ET_DC_RF_Imax,MODERATE,0.0249,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_FPSD3p2,TOPSIN_ET_lkg_CapFICM1,STRONG,0.1539,5/5,6.0,MEDIUM_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_DC_RF_Ids_m0p2,MEASURE_ET_lkg_USV_Cap,STRONG,0.0428,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_Rc_cat_ct2,MEASURE_ET_LT_SEC_Vg_Id_min,STRONG,0.1268,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_lkg_5,MEASURE_ET_Rcat_cn_2,STRONG,0.0767,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_C300pf,MEASURE_ET_lkg_C300FB,STRONG,0.1257,5/5,6.0,HIGH_EVIDENCE,MEDIUM_EVIDENCE,G2_hub_feature_edge
FIC_ET_R_f_tn_2,MEASURE_ET_DC_PIV_Drain_Lag_0,STRONG,0.0419,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_USV_Cap,THIN_ET_DC_RF_Imax,STRONG,0.1017,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_SEC_Vp_1mA,STRONG,0.0434,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_Cap2pf,MEASURE_ET_DC_RF_Gm_m0p2_W,STRONG,0.0457,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_lkg_Cap3,CATHODE_ET_Rcat_cn_3_OW_ST,STRONG,0.1333,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_DC_RF_Vbgs_0p1,MEASURE_ET_RF_Modeling_Gm,MODERATE,0.0282,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_SEC_Vgs_0p1V,TOPSIN_ET_DC_RF_Vds_max,STRONG,0.1177,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,FIC_ET_Gm_m2,MODERATE,0.0176,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_Diode_S11_dB_forw,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,STRONG,0.1114,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_R_4000_HOR,MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_SD3p5,MODERATE,0.0282,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_CapFICM1,TOPSIN_ET_DC_RF_Vds_max,STRONG,0.039,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_Rc_f_tn_23,MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_SD3p5,STRONG,0.1568,5/5,6.0,HIGH_EVIDENCE,MEDIUM_EVIDENCE,G2_hub_feature_edge
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,MEASURE_ET_Rc_OG144,MODERATE,0.0735,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_Rc_cat_ct2_OW_ST,MEASURE_ET_DC_SEC_Vp_1mA,STRONG,0.0852,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
SIN_ET_DC_RF_Vbin_gs,MEASURE_ET_C100USV_Cappf,MODERATE,0.0655,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_70,TOPSIN_ET_R_f_hr_3,MODERATE,0.059,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_Rc_f_hr_23,TOPSIN_ET_lkg_Cap3,STRONG,0.0675,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_RF_Vbgs_0p1,MEASURE_ET_Rc_an_ct2_OW_CR,STRONG,0.1085,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_RF2_S22dB_26GHz,MEASURE_ET_DC_RF_Max_S11_Freq_L2180,STRONG,0.0784,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_DC_RF_Vp_01,THIN_ET_Ran_con_2_OW_CR,STRONG,0.0611,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_CapPARCAP,MEASURE_ET_DC_RF_Max_S11_Freq_L1018,STRONG,0.1329,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
OHMIC_ET_sh_GA142,THIN_ET_lkg_C200,STRONG,0.055,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_RF_Min_S21_Freq_L1018,MEASURE_ET_DC_RF_Max_S11_Freq_L2180,STRONG,0.0507,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
SIN_ET_DC_RF_Vbgd_0p1,FIC_ET_DC_RF_Imax,STRONG,0.0802,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_LT_SEC_Ileak_m12p5V_mA_mm,THIN_ET_DC_RF_Vp_1,STRONG,0.0744,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_RF_Modeling_S12ang_10GHz,MEASURE_ET_DC_RF_Max_S11_Freq_L2180,MODERATE,0.0613,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_C300,MEASURE_ET_DC_RF_Vbin_gs,STRONG,0.0586,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_LT_SEC_Ileak_m7V_mA_mm,TOPSIN_ET_Vds_max,MODERATE,0.0313,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_FPSD3p2,FIC_ET_lkg_5,STRONG,0.1712,5/5,6.0,MEDIUM_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_RF_S11ang_10GHz,TOPSIN_ET_lkg_5,STRONG,0.0738,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_CapPARCAP_0,MEASURE_ET_lkg_5,STRONG,0.0862,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_SEC_Vbin_gs,TOPSIN_ET_lkg_Cap2,MODERATE,0.062,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
OHMIC_ET_lkg_5,THIN_ET_Rsh_an_ct2,MODERATE,0.0198,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_Rc_OG142_GN,TOPSIN_ET_CapPARCAP_0,STRONG,0.1275,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_Cap1,SIN_ET_DC_RF_Vbin_gd,STRONG,0.1125,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_RF_Modeling_Ft,FIC_ET_lkg_SY8_80,STRONG,0.0911,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_Bad_Gates,SIN_ET_lkg_SY07_10,STRONG,0.0375,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_SMALL_Vp_01,MEASURE_ET_lkg_100_at20V,STRONG,0.1232,5/5,6.0,MEDIUM_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_Vbpin,THIN_ET_R_4000_HOR,MODERATE,0.033,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_lkg_5,MEASURE_ET_DC_SMALL_Vg_max_Vd,STRONG,0.1207,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_CapPARCAP_0,TOPSIN_ET_DC_PIV_Gate_Lag_1,STRONG,0.1014,5/5,6.0,HIGH_EVIDENCE,MEDIUM_EVIDENCE,G2_hub_feature_edge
THIN_ET_lkg_100_at20V,MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_SD3p5,MODERATE,0.0251,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_DC_RF_Vp_1,TOPSIN_ET_R114,MODERATE,0.0907,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
SIN_ET_DC_RF_Idss,MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_SD3p5,STRONG,0.0787,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_Load_Pull_Gss,MEASURE_ET_lkg_50,MODERATE,0.0336,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_C300M1B_0,MEASURE_ET_DC_Stress_Vp_after,STRONG,0.105,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_C300pf,MEASURE_ET_Rc_OG144,MODERATE,0.1255,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
OHMIC_ET_Ran_con_1,MEASURE_ET_DC_SMALL_Ids_m0p2,STRONG,0.032,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
OHMIC_ET_Ran_con_1,SIN_GATE_ET_lkg_5,MODERATE,0.0463,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_DC_RF_Vbgs1,MEASURE_ET_HIRS,MODERATE,0.0239,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_DC_RF_Vbgs_0p1,MEASURE_ET_lkg_CapPARCAP,STRONG,0.0813,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_SD3p5,MEASURE_ET_RF_Modeling_Fmax,STRONG,0.0936,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
ANODE_ET_Rc_an_ct2_OW_CR,TOPSIN_ET_DC_SMALL_Vg_gm_max,STRONG,0.0536,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_SEC_Vbin_gs,MEASURE_ET_DC_Stress_Vp_after,STRONG,0.1154,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_C100C300pf,MEASURE_ET_lkg_5,STRONG,0.0628,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_Rc_an_ct2,MEASURE_ET_LT_SEC_Vg_Id_min,STRONG,0.062,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,MEASURE_ET_DC_RF2_S11ang_26GHz,STRONG,0.0301,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_lkg_100_at20V,FIC_ET_R_f_hr_3,STRONG,0.0342,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_DC_RF_Vbgs_0p1,MEASURE_ET_Cap1pf_0,STRONG,0.1711,5/5,6.0,HIGH_EVIDENCE,MEDIUM_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_Vg_gm_max,SIN_GATE_ET_lkg_5,MODERATE,0.0692,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_DC_RF_Vp_1,TOPSIN_ET_DC_SMALL_Vbgd_0p1,STRONG,0.0587,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_Rc_TF_AB_2,MEASURE_ET_Load_Pull_Pout_W_last,STRONG,0.0257,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_DC_RF_Ids_m0p2,TOPSIN_ET_CapPARCAP_0,STRONG,0.0992,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,MEASURE_ET_DC_RF_Imax_W,STRONG,0.0915,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_LT_SEC_Vbgd1_Vd3,THIN_ET_DC_RF_Vg_max_Vd_0p1mA,STRONG,0.0269,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
BRIDGE_METAL_Height_Final_TOP_metal_thickness,THIN_ET_lkg_5,STRONG,0.0671,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_DC_RF_Ids_m0p2,TOPSIN_ET_DC_PIV_Ids1_QP1,STRONG,0.1297,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_DC_PIV_Drain_Lag_1,MEASURE_ET_DC_RF_Max_S11_Freq_L2180,STRONG,0.047,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIN_FIN_Alignment_FIN_to_ohmic_alignment,MEASURE_ET_Cap2pf,STRONG,0.0972,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_Vdg_max,MEASURE_ET_lkg_CapPARCAP,MODERATE,0.0537,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_50_at20V,MEASURE_ET_DC_RF_Max_S11_Freq_L2180,STRONG,0.0416,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_C300,TOPSIN_ET_TR_1F,STRONG,0.0518,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_RF_Vbgs_0p1,MEASURE_ET_C100C175pf,MODERATE,0.0913,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_C200_0,TOPSIN_ET_Load_Pull_Id_ini,STRONG,0.0988,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_C300pf,THIN_ET_Rc_OG142,STRONG,0.1307,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
CATHODE_ET_Rcat_cn_2,TOPSIN_ET_lkg_C300pf,STRONG,0.0622,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_Rc_f_tn_23,TOPSIN_ET_DC_SMALL_Vg_gm_max,STRONG,0.0574,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_Rc_cat_ct2,MEASURE_ET_DC_RF2_S21ang_26GHz,MODERATE,0.0261,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_RF_Modeling_Vth,TOPSIN_ET_C100Cap1pf,MODERATE,0.0541,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_C300pf,TFRP_ET_Rc_TF_AB_2,STRONG,0.0389,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_lkg_10,FIC_ET_R_f_tn_1,STRONG,0.1316,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_lkg_10,FIC_ET_DC_PIV_Drain_Lag_1,STRONG,0.0851,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_CapFICM1,FIC_ET_DC_RF_Vg_max_Vd,STRONG,0.1769,5/5,6.0,MEDIUM_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_SD3p5,SIN_GATE_ET_lkg_5,MODERATE,0.0798,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_Cap1pf,MaskSetSupplyChipsCount,STRONG,0.1466,5/5,5.7,LOW_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,THIN_ET_lkg_C200,STRONG,0.0352,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_R_f_tn_1,TOPSIN_ET_lkg_C300pf,MODERATE,0.0391,4/5,4.8,MEDIUM_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_lkg_PAD_10,THIN_ET_DC_RF_Vdg_max,MODERATE,0.0333,3/5,5.1,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_Rcat_cn_1_OW_ST,FIC_ET_lkg_SY8_80,STRONG,0.0556,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_DC_RF_Vp_01,TOPSIN_ET_lkg_5,STRONG,0.072,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_100_at20V,MEASURE_ET_RF_Modeling_Gm,MODERATE,0.0154,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_SEC_S_Vg_at_I1_neg,FIN_FIN_Alignment_FIN_to_ohmic_alignment,STRONG,0.082,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_DC_RF_Vp_01,OHMIC_ET_sh_GA142,STRONG,0.0287,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_DC_RF_Vbgs_0p01,THIN_ET_DC_RF_Vg_max_Vd,STRONG,0.057,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_RGAN1,SIN_GATE_ET_Rc_an_ct2,STRONG,0.0335,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
SIN_CAPACITOR_ThicknessGN1_SiN_Thickness,MEASURE_ET_Rc_OG142_GN,MODERATE,0.0789,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
SIN_ET_DC_RF_Vt_gd,MEASURE_ET_DC_Stress_Vp_after,STRONG,0.0849,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_Rc_f_tn_23,MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,STRONG,0.0661,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_C100C500pf,TOPSIN_ET_lkg_CapFICM1,STRONG,0.1506,5/5,6.0,MEDIUM_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_Rcat_cn_3,MEASURE_ET_DC_RF_Max_S11_Ph_L2180,STRONG,0.1319,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_LT_SEC_Vbgd1_Vd3,MEASURE_ET_DC_RF_CF_S11_Ph_L1002,STRONG,0.0544,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_PAD_10,TOPSIN_ET_C100CapUSV,STRONG,0.0837,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_DC_RF_Vp_01,SIN_GATE_ET_Rc_an_ct2,STRONG,0.0995,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_i5021_1,MEASURE_ET_LT_SEC_Ileak_m5p5V_mA_mm,MODERATE,0.015,3/5,5.1,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_Vbkdn_Cap100,MEASURE_ET_lkg_50_at20V,STRONG,0.0778,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_SEC_Vp_1mA,THIN_ET_DC_RF_Vdg_max,MODERATE,0.038,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_lkg_SY8_80,MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_SD3p5,STRONG,0.047,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_Rcat_cn_3,MEASURE_ET_LT_SEC_Ileak_m7V_mA_mm,STRONG,0.0828,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_DC_RF_Vbgs_0p1,FIC_ET_DC_RF_Imax,STRONG,0.0353,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_lkg_5,THIN_ET_i5021_1,STRONG,0.0591,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_G_per_25,TOPSIN_ET_lkg_SY07_10,MODERATE,0.0368,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_RF_Modeling_Ls,MEASURE_ET_DC_SMALL_Ids_m0p2,STRONG,0.0272,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_CapFICBRGM,MEASURE_ET_lkg_CapPARCAP,STRONG,0.0541,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_RF_CF_S22_Ph_L1018,FIC_ET_DC_RF_Vbgs_0p01,STRONG,0.1196,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_RF_Gm_m0p2_W,MEASURE_ET_C100C175pf,STRONG,0.0277,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
CATHODE_ET_Rcat_cn_2,MEASURE_ET_DC_RF_Vg_Vbon_min,MODERATE,0.0283,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
