parameter_A,parameter_B,channels,n_channels,source,evidence_tier_A,evidence_tier_B
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_Load_Pull_Id_ini,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_KLV_F_AB_4u,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_I_5,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_Gm_max,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_Gm_m2,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_Gate_res,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_DC_SMALL_Vdg_max,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_Load_Pull_P.A.E_Last,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_DC_SMALL_Vbgs1,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_DC_SMALL_Vbgd1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_DC_RF_n_gs,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_DC_RF_Vt_gd,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_DC_RF_Vp_01,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_DC_RF_Vg_optt,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_DC_RF_Vg_max_Vd,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_DC_RF_Vg_gm_max,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_DC_RF_Vds_max,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_DC_SMALL_Vbgd_0p1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_OHMC,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_R114,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_R414,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_lkg_SY07_10,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_lkg_Cap_USV,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_lkg_CapPARCAP,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_lkg_CapFICM1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_lkg_Cap3,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_lkg_Cap2,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_lkg_C450pf,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_lkg_C300pf,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_lkg_5,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_Vg_gm_max,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_Vds_max,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_Vdg_max,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_TR_1F,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_Rc_f_tn_23,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_Rc_OG144,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_R_f_tn_1,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_R_f_hr_3,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_R_f_hr_2,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_R514,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_DC_RF_Vboff,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_lkg_SY8_80,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_DC_RF_Vbgs1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_DC_RF_Imax,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_C100Cap1pf,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,THIN_ET_sh_f_hr_23,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_lkg_PAD_10,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,THIN_ET_lkg_C200,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,THIN_ET_lkg_5,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_lkg_100_at20V,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,THIN_ET_lkg_10,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,THIN_ET_i5021_3,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_C100Cap2pf,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,THIN_ET_i5021_1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_TF_AB_1,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_TANR,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_Rsh_cat_c2,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,THIN_ET_Rsh_an_ct2,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_Rcat_cn_3,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,THIN_ET_Rcat_cn_1_OW_ST,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_Rcat_cn_1,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_Rc_f_hr_23,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,THIN_ET_TF_AB_2,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_C100CapFICM1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_C100CapPARCAP,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_C100CapUSV,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_DC_RF_Idss,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_DC_PIV_Ids1_QP1,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_DC_PIV_Ids0_QP3,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_DC_PIV_Drain_Lag_1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_DC_PIV_Drain_Lag_0,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_Cap_USV,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_Cap_C300,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_CapUSV_0,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_CapPARCAP_0,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_CapPARCAP,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_CapFICM1_0,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_CapFICM1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_CapFICBRGM,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_Cap3pf_0,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_Cap3pf,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_Cap2pf,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_Cap1pf,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_C300pf,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_C300,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_DC_RF_Vbgd1,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_Rc_OG144,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_PIV_Ids0_QP1,TOPSIN_ET_sh_GA144,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_RF2_MAG_26GHz,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_LT_SEC_Id_min_mA_mm,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_HIRS,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_Stress_Vp_after,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_Stress_Id_stress_before,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_Stress_Id_stress_after,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_SMALL_Vg_max_Vd,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_SMALL_Vdg_max_0p1,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_SMALL_Imax,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_SEC_X_Vg_at_I3_pos,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_SD3p5,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_SEC_X_Vboff_Id,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_neg,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_neg_FPSD3p2,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_SMALL_Vbgs_0p01,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_LT_SEC_Ileak_m12p5V_mA_mm,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_LT_SEC_Ileak_m16p5V_mA_mm,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_LT_SEC_Ileak_m5p5V_mA_mm,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_RF_Modeling_Vth,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_RF_Modeling_S22dB_10GHz,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_RF_Modeling_S22ang_10GHz,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_RF_Modeling_S21_25G_Before,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_RF_Modeling_S12ang_10GHz,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_RF_Modeling_Mag_d,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_RF_Modeling_Ls,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_RF_Modeling_K,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_RF_Modeling_Gm,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_RF_Modeling_Ft,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_RF_Modeling_Fmax,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_RF_Modeling_Cgd_err,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_R414,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_Load_Pull_Pout_W_mm_last,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_Load_Pull_Pout_W_last,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_Load_Pull_Gss,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_Load_Pull_GL_set,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_LT_SEC_Vg_Id_min,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_LT_SEC_Ileak_m7V_mA_mm,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_sh_f_tn_23,MEASURE_ET_DC_PIV_Ids0_QP1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_SEC_X_Ids_max_norm_FPSD3p2,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_RF_Max_S11_Freq_L2180,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_RF_Max_S11_Freq_L1018,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RF_Max_S11_Freq_L1002,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_RF_K_W,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_RF_Imax_W,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RF_Idss_W,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_RF_Id_Vbon_min,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_RF_Gm_m0p2_W,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_RF_Max_S11_Ph_L2180,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RF_CF_S22_Ph_L2180,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_RF_CF_S21_Mag_L1018,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_RF_CF_S12_Mag_L1002,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_RF_CF_S11_Ph_L1002,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RF2_S22dB_26GHz,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_RF2_S22ang_26GHz,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RF2_S21ang_26GHz,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_RF2_S11dB_26GHz,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_RF2_S11ang_26GHz,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RF_CF_S22_Ph_L1018,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_RF_Min_S21_Freq_L1018,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RF_S11ang_10GHz,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_RF_S11dB_10GHz,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_SEC_X_Bin,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_SEC_Vp_1mA,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_SEC_Vgs_0p5V,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_SEC_Vgs_0p1V,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_SEC_Vbin_gs,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
